wahl_jahr;gemeinde_nummer;gemeinde_bezeichnung;kanton_nummer;partei_id;partei_bezeichnung_de;partei_bezeichnung_fr;partei_bezeichnung_it;partei_bezeichnung_en;stimmen_partei;letzte_wahl_stimmen_partei;differenz_stimmen_partei;partei_staerke;letzte_wahl_partei_staerke;differenz_partei_staerke;flag_staerkste_partei;partei_rang
2019;1;Aeugst am Albis;1;1;FDP;PLR;PLR;FDP;4457;4906;-449;16.421044875;18.691659999;-2.270615124;0;2
2019;1;Aeugst am Albis;1;2;CVP;PDC;PPD;CVP;678;545;133;2.4979736202;2.0764277822;0.421545838;0;8
2019;1;Aeugst am Albis;1;3;SP;PS;PS;SP;3139;4894;-1755;11.565102056;18.645940488;-7.080838433;0;5
2019;1;Aeugst am Albis;1;4;SVP;UDC;UDC;SVP;8246;8118;128;30.380959399;30.929249057;-0.548289658;1;1
2019;1;Aeugst am Albis;1;7;EVP;PEV;PEV;EVP;876;910;-34;3.2274703412;3.4670629024;-0.239592561;0;7
2019;1;Aeugst am Albis;1;9;PdA/Sol.;PST/Sol.;PdL/Sol.;PdA/Sol.;44;44;0;0.1621103824;0.1676382063;-0.005527824;0;13
2019;1;Aeugst am Albis;1;12;FGA;AVF;AVF;FGA;82;;82;0.3021148036;;0.3021148036;0;12
2019;1;Aeugst am Albis;1;13;GPS;PES;PES;GPS;4085;1857;2228;15.050475278;7.0750942965;7.9753809817;0;3
2019;1;Aeugst am Albis;1;14;SD;DS;DS;SD;106;82;24;0.3905386486;0.3124166571;0.0781219914;0;11
2019;1;Aeugst am Albis;1;16;EDU;UDF;UDF;EDU;931;1201;-270;3.4301083192;4.5757610394;-1.14565272;0;6
2019;1;Aeugst am Albis;1;31;GLP;PVL;PVL;GLP;3886;2214;1672;14.31729423;8.4352497428;5.8820444875;0;4
2019;1;Aeugst am Albis;1;32;BDP;PBD;PBD;BDP;343;687;-344;1.2637241176;2.6174419934;-1.353717876;0;9
2019;1;Aeugst am Albis;1;35;Übrige;Autres;Rimanenti;Others;269;789;-520;0.991083929;3.0060578352;-2.014973906;0;10
2019;2;Affoltern am Albis;1;1;FDP;PLR;PLR;FDP;14078;15271;-1193;13.385437466;14.226623564;-0.841186099;0;3
2019;2;Affoltern am Albis;1;2;CVP;PDC;PPD;CVP;4770;4922;-152;4.5353414342;4.5853867581;-0.050045324;0;7
2019;2;Affoltern am Albis;1;3;SP;PS;PS;SP;15403;20481;-5078;14.645254531;19.080314139;-4.435059608;0;2
2019;2;Affoltern am Albis;1;4;SVP;UDC;UDC;SVP;31875;36266;-4391;30.306919961;33.785785487;-3.478865526;1;1
2019;2;Affoltern am Albis;1;7;EVP;PEV;PEV;EVP;6961;5866;1095;6.6185559169;5.4648270465;1.1537288703;0;6
2019;2;Affoltern am Albis;1;9;PdA/Sol.;PST/Sol.;PdL/Sol.;PdA/Sol.;209;204;5;0.1987183144;0.1900485369;0.0086697775;0;13
2019;2;Affoltern am Albis;1;12;FGA;AVF;AVF;FGA;414;;414;0.3936334075;;0.3936334075;0;11
2019;2;Affoltern am Albis;1;13;GPS;PES;PES;GPS;13242;6667;6575;12.590564208;6.211047037;6.3795171709;0;5
2019;2;Affoltern am Albis;1;14;SD;DS;DS;SD;225;205;20;0.2139311997;0.1909801474;0.0229510523;0;12
2019;2;Affoltern am Albis;1;16;EDU;UDF;UDF;EDU;1411;1693;-282;1.3415863236;1.5772165342;-0.235630211;0;9
2019;2;Affoltern am Albis;1;31;GLP;PVL;PVL;GLP;13322;7898;5424;12.666628634;7.3578595318;5.3087691027;0;4
2019;2;Affoltern am Albis;1;32;BDP;PBD;PBD;BDP;2105;4470;-2365;2.0014452241;4.1642988234;-2.162853599;0;8
2019;2;Affoltern am Albis;1;35;Übrige;Autres;Rimanenti;Others;1159;3398;-2239;1.1019833799;3.1656123941;-2.063629014;0;10
2019;3;Bonstetten;1;1;FDP;PLR;PLR;FDP;10643;10980;-337;15.354983914;16.472635622;-1.117651708;0;4
2019;3;Bonstetten;1;2;CVP;PDC;PPD;CVP;2681;2252;429;3.8679612771;3.3785405665;0.4894207106;0;7
2019;3;Bonstetten;1;3;SP;PS;PS;SP;11605;13600;-1995;16.742890944;20.403264522;-3.660373578;0;2
2019;3;Bonstetten;1;4;SVP;UDC;UDC;SVP;18102;19397;-1295;26.116312957;29.100156025;-2.983843068;1;1
2019;3;Bonstetten;1;7;EVP;PEV;PEV;EVP;2907;2095;812;4.1940184381;3.1430028805;1.0510155576;0;6
2019;3;Bonstetten;1;9;PdA/Sol.;PST/Sol.;PdL/Sol.;PdA/Sol.;122;75;47;0.1760131577;0.1125180029;0.0634951548;0;13
2019;3;Bonstetten;1;12;FGA;AVF;AVF;FGA;499;;499;0.7199226696;;0.7199226696;0;11
2019;3;Bonstetten;1;13;GPS;PES;PES;GPS;8573;4440;4133;12.368531156;6.6610657705;5.7074653852;0;5
2019;3;Bonstetten;1;14;SD;DS;DS;SD;128;111;17;0.1846695425;0.1665266443;0.0181428982;0;12
2019;3;Bonstetten;1;16;EDU;UDF;UDF;EDU;832;1166;-334;1.2003520263;1.7492798848;-0.548927858;0;10
2019;3;Bonstetten;1;31;GLP;PVL;PVL;GLP;11255;7907;3348;16.237935164;11.862397984;4.37553718;0;3
2019;3;Bonstetten;1;32;BDP;PBD;PBD;BDP;890;2535;-1645;1.2840304128;3.8031084974;-2.519078085;0;9
2019;3;Bonstetten;1;35;Übrige;Autres;Rimanenti;Others;1076;2098;-1022;1.5523783417;3.1475036006;-1.595125259;0;8
2019;4;Hausen am Albis;1;1;FDP;PLR;PLR;FDP;5247;5740;-493;11.135162666;12.793652209;-1.658489542;0;5
2019;4;Hausen am Albis;1;2;CVP;PDC;PPD;CVP;1854;1293;561;3.9345514739;2.8819150359;1.052636438;0;7
2019;4;Hausen am Albis;1;3;SP;PS;PS;SP;6461;8701;-2240;13.711508669;19.393304507;-5.681795838;0;3
2019;4;Hausen am Albis;1;4;SVP;UDC;UDC;SVP;15637;15675;-38;33.18477961;34.937369055;-1.752589445;1;1
2019;4;Hausen am Albis;1;7;EVP;PEV;PEV;EVP;1913;1153;760;4.0597610407;2.5698747381;1.4898863026;0;6
2019;4;Hausen am Albis;1;9;PdA/Sol.;PST/Sol.;PdL/Sol.;PdA/Sol.;91;87;4;0.1931198404;0.1939107565;-0.000790916;0;13
2019;4;Hausen am Albis;1;12;FGA;AVF;AVF;FGA;190;;190;0.4032172492;;0.4032172492;0;11
2019;4;Hausen am Albis;1;13;GPS;PES;PES;GPS;7890;3599;4291;16.744126822;8.0216645121;8.7224623103;0;2
2019;4;Hausen am Albis;1;14;SD;DS;DS;SD;107;83;24;0.2270749772;0.1849953194;0.0420796578;0;12
2019;4;Hausen am Albis;1;16;EDU;UDF;UDF;EDU;652;736;-84;1.3836718236;1.6404404226;-0.256768599;0;9
2019;4;Hausen am Albis;1;31;GLP;PVL;PVL;GLP;5851;3925;1926;12.41696908;8.7482726341;3.6686964455;0;4
2019;4;Hausen am Albis;1;32;BDP;PBD;PBD;BDP;759;2089;-1330;1.6107468008;4.6560870147;-3.045340214;0;8
2019;4;Hausen am Albis;1;35;Übrige;Autres;Rimanenti;Others;469;1785;-1316;0.9953099467;3.9785137966;-2.98320385;0;10
2019;5;Hedingen;1;1;FDP;PLR;PLR;FDP;6671;7834;-1163;13.990897842;15.80582681;-1.814928968;0;4
2019;5;Hedingen;1;2;CVP;PDC;PPD;CVP;1847;1942;-95;3.8736603679;3.9181664111;-0.044506043;0;6
2019;5;Hedingen;1;3;SP;PS;PS;SP;7981;11141;-3160;16.738323441;22.478008232;-5.739684791;0;2
2019;5;Hedingen;1;4;SVP;UDC;UDC;SVP;12684;14926;-2242;26.60179107;30.114599306;-3.512808236;1;1
2019;5;Hedingen;1;7;EVP;PEV;PEV;EVP;1777;1779;-2;3.7268513664;3.5892986845;0.1375526818;0;7
2019;5;Hedingen;1;9;PdA/Sol.;PST/Sol.;PdL/Sol.;PdA/Sol.;87;113;-26;0.1824626161;0.2279880558;-0.04552544;0;12
2019;5;Hedingen;1;12;FGA;AVF;AVF;FGA;392;;392;0.8221304083;;0.8221304083;0;11
2019;5;Hedingen;1;13;GPS;PES;PES;GPS;5888;3205;2683;12.348734297;6.4663868937;5.882347403;0;5
2019;5;Hedingen;1;14;SD;DS;DS;SD;53;9;44;0.1111553868;0.0181583407;0.0929970461;0;13
2019;5;Hedingen;1;16;EDU;UDF;UDF;EDU;982;903;79;2.0595205637;1.8218868534;0.2376337104;0;8
2019;5;Hedingen;1;31;GLP;PVL;PVL;GLP;7827;4771;3056;16.415343638;9.6259381809;6.789405457;0;3
2019;5;Hedingen;1;32;BDP;PBD;PBD;BDP;897;1868;-971;1.8812524905;3.7688644984;-1.887612008;0;9
2019;5;Hedingen;1;35;Übrige;Autres;Rimanenti;Others;595;1073;-478;1.2478765127;2.1648777338;-0.917001221;0;10
2019;6;Kappel am Albis;1;1;FDP;PLR;PLR;FDP;1415;1297;118;10.862889605;10.9525418;-0.089652195;0;3
2019;6;Kappel am Albis;1;2;CVP;PDC;PPD;CVP;716;325;391;5.4966989099;2.7444688397;2.7522300701;0;6
2019;6;Kappel am Albis;1;3;SP;PS;PS;SP;1182;1218;-36;9.0741593736;10.285424759;-1.211265386;0;5
2019;6;Kappel am Albis;1;4;SVP;UDC;UDC;SVP;5684;5757;-73;43.635805312;48.615098801;-4.979293488;1;1
2019;6;Kappel am Albis;1;7;EVP;PEV;PEV;EVP;588;782;-194;4.5140488254;6.6036142543;-2.089565429;0;7
2019;6;Kappel am Albis;1;9;PdA/Sol.;PST/Sol.;PdL/Sol.;PdA/Sol.;6;37;-31;0.0460617227;0.3124472218;-0.266385499;0;13
2019;6;Kappel am Albis;1;12;FGA;AVF;AVF;FGA;82;;82;0.6295102103;;0.6295102103;0;11
2019;6;Kappel am Albis;1;13;GPS;PES;PES;GPS;1326;519;807;10.179640719;4.382705624;5.7969350945;0;4
2019;6;Kappel am Albis;1;14;SD;DS;DS;SD;20;3;17;0.1535390757;0.0253335585;0.1282055172;0;12
2019;6;Kappel am Albis;1;16;EDU;UDF;UDF;EDU;192;325;-133;1.4739751267;2.7444688397;-1.270493713;0;9
2019;6;Kappel am Albis;1;31;GLP;PVL;PVL;GLP;1416;666;750;10.870566559;5.6240499916;5.2465165676;0;2
2019;6;Kappel am Albis;1;32;BDP;PBD;PBD;BDP;165;608;-443;1.2666973745;5.1342678602;-3.867570486;0;10
2019;6;Kappel am Albis;1;35;Übrige;Autres;Rimanenti;Others;234;305;-71;1.7964071856;2.5755784496;-0.779171264;0;8
2019;7;Knonau;1;1;FDP;PLR;PLR;FDP;2219;2723;-504;9.2047952877;11.456580276;-2.251784988;0;5
2019;7;Knonau;1;2;CVP;PDC;PPD;CVP;1288;743;545;5.3428464761;3.1260518344;2.2167946417;0;7
2019;7;Knonau;1;3;SP;PS;PS;SP;2756;4382;-1626;11.432364044;18.436553349;-7.004189305;0;3
2019;7;Knonau;1;4;SVP;UDC;UDC;SVP;7779;7814;-35;32.268635666;32.876135981;-0.607500315;1;1
2019;7;Knonau;1;7;EVP;PEV;PEV;EVP;1665;1466;199;6.9067075953;6.1679569169;0.7387506784;0;6
2019;7;Knonau;1;9;PdA/Sol.;PST/Sol.;PdL/Sol.;PdA/Sol.;23;2;21;0.0954079728;0.0084146752;0.0869932976;0;11
2019;7;Knonau;1;12;FGA;AVF;AVF;FGA;21;;21;0.0871116273;;0.0871116273;0;12
2019;7;Knonau;1;13;GPS;PES;PES;GPS;2736;1379;1357;11.349400589;5.8019185459;5.5474820431;0;4
2019;7;Knonau;1;14;SD;DS;DS;SD;3;40;-37;0.0124445182;0.1682935039;-0.155848986;0;13
2019;7;Knonau;1;16;EDU;UDF;UDF;EDU;528;777;-249;2.1902352014;3.2691013127;-1.078866111;0;9
2019;7;Knonau;1;31;GLP;PVL;PVL;GLP;4176;2477;1699;17.32276932;10.421575227;6.9011940929;0;2
2019;7;Knonau;1;32;BDP;PBD;PBD;BDP;643;1413;-770;2.6672750653;5.9449680242;-3.277692959;0;8
2019;7;Knonau;1;35;Übrige;Autres;Rimanenti;Others;270;552;-282;1.1200066371;2.3224503534;-1.202443716;0;10
2019;8;Maschwanden;1;1;FDP;PLR;PLR;FDP;247;296;-49;3.3391915641;4.8901371221;-1.550945558;0;6
2019;8;Maschwanden;1;2;CVP;PDC;PPD;CVP;189;212;-23;2.5550899013;3.5023955064;-0.947305605;0;9
2019;8;Maschwanden;1;3;SP;PS;PS;SP;1253;1376;-123;16.939299716;22.732529324;-5.793229608;0;2
2019;8;Maschwanden;1;4;SVP;UDC;UDC;SVP;3293;2626;667;44.518047857;43.383446225;1.1346016322;1;1
2019;8;Maschwanden;1;7;EVP;PEV;PEV;EVP;252;226;26;3.4067865351;3.7336857756;-0.326899241;0;5
2019;8;Maschwanden;1;9;PdA/Sol.;PST/Sol.;PdL/Sol.;PdA/Sol.;5;39;-34;0.0675949709;0.6443086073;-0.576713636;0;12
2019;8;Maschwanden;1;12;FGA;AVF;AVF;FGA;8;;8;0.1081519535;;0.1081519535;0;11
2019;8;Maschwanden;1;13;GPS;PES;PES;GPS;741;313;428;10.017574692;5.1709895919;4.8465851005;0;4
2019;8;Maschwanden;1;14;SD;DS;DS;SD;0;0;0;0;0;0;0;13
2019;8;Maschwanden;1;16;EDU;UDF;UDF;EDU;221;128;93;2.9876977153;2.1146538906;0.8730438247;0;7
2019;8;Maschwanden;1;31;GLP;PVL;PVL;GLP;909;294;615;12.288765716;4.857095655;7.4316700608;0;3
2019;8;Maschwanden;1;32;BDP;PBD;PBD;BDP;217;209;8;2.9336217385;3.4528333058;-0.519211567;0;8
2019;8;Maschwanden;1;35;Übrige;Autres;Rimanenti;Others;62;334;-272;0.8381776396;5.5179249959;-4.679747356;0;10
2019;9;Mettmenstetten;1;1;FDP;PLR;PLR;FDP;7228;8227;-999;11.823788258;13.184717459;-1.360929201;0;5
2019;9;Mettmenstetten;1;2;CVP;PDC;PPD;CVP;2178;2277;-99;3.5628404574;3.6491554216;-0.086314964;0;8
2019;9;Mettmenstetten;1;3;SP;PS;PS;SP;9396;11731;-2335;15.370270403;18.80028206;-3.430011657;0;2
2019;9;Mettmenstetten;1;4;SVP;UDC;UDC;SVP;19091;22258;-3167;31.229654349;35.671015097;-4.441360748;1;1
2019;9;Mettmenstetten;1;7;EVP;PEV;PEV;EVP;2847;2164;683;4.6572115621;3.4680598737;1.1891516883;0;6
2019;9;Mettmenstetten;1;9;PdA/Sol.;PST/Sol.;PdL/Sol.;PdA/Sol.;237;83;154;0.3876920057;0.1330170839;0.2546749218;0;11
2019;9;Mettmenstetten;1;12;FGA;AVF;AVF;FGA;179;;179;0.2928137933;;0.2928137933;0;12
2019;9;Mettmenstetten;1;13;GPS;PES;PES;GPS;7229;3157;4072;11.825424089;5.0594570339;6.7659670554;0;4
2019;9;Mettmenstetten;1;14;SD;DS;DS;SD;163;156;7;0.2666404934;0.2500080131;0.0166324803;0;13
2019;9;Mettmenstetten;1;16;EDU;UDF;UDF;EDU;2239;2071;168;3.6626261635;3.3190166351;0.3436095283;0;7
2019;9;Mettmenstetten;1;31;GLP;PVL;PVL;GLP;8955;6003;2952;14.648868823;9.6205006571;5.0283681656;0;3
2019;9;Mettmenstetten;1;32;BDP;PBD;PBD;BDP;830;2716;-1886;1.3577399355;4.3527036123;-2.994963677;0;9
2019;9;Mettmenstetten;1;35;Übrige;Autres;Rimanenti;Others;559;1555;-996;0.9144296674;2.4920670534;-1.577637386;0;10
2019;10;Obfelden;1;1;FDP;PLR;PLR;FDP;6049;7795;-1746;11.511818216;14.413031821;-2.901213605;0;4
2019;10;Obfelden;1;2;CVP;PDC;PPD;CVP;3359;3509;-150;6.3924941956;6.488175582;-0.095681386;0;6
2019;10;Obfelden;1;3;SP;PS;PS;SP;7694;9152;-1458;14.642408556;16.922138195;-2.279729639;0;2
2019;10;Obfelden;1;4;SVP;UDC;UDC;SVP;17716;19564;-1848;33.715220949;36.174028808;-2.458807858;1;1
2019;10;Obfelden;1;7;EVP;PEV;PEV;EVP;2798;2592;206;5.3248582195;4.7926335447;0.5322246747;0;7
2019;10;Obfelden;1;9;PdA/Sol.;PST/Sol.;PdL/Sol.;PdA/Sol.;45;47;-2;0.0856392494;0.0869034632;-0.001264214;0;12
2019;10;Obfelden;1;12;FGA;AVF;AVF;FGA;110;;110;0.2093403875;;0.2093403875;0;11
2019;10;Obfelden;1;13;GPS;PES;PES;GPS;4492;2004;2488;8.5487001865;3.7054157499;4.8432844366;0;5
2019;10;Obfelden;1;14;SD;DS;DS;SD;9;57;-48;0.0171278499;0.1053935617;-0.088265712;0;13
2019;10;Obfelden;1;16;EDU;UDF;UDF;EDU;1133;1556;-423;2.1562059909;2.8770593347;-0.720853344;0;8
2019;10;Obfelden;1;31;GLP;PVL;PVL;GLP;7651;3996;3655;14.560575496;7.3886433815;7.1719321143;0;3
2019;10;Obfelden;1;32;BDP;PBD;PBD;BDP;968;2357;-1389;1.8421954097;4.3581162288;-2.515920819;0;9
2019;10;Obfelden;1;35;Übrige;Autres;Rimanenti;Others;522;1454;-932;0.9934152933;2.6884603295;-1.695045036;0;10
2019;11;Ottenbach;1;1;FDP;PLR;PLR;FDP;4422;5983;-1561;13.145065398;16.838342902;-3.693277504;0;4
2019;11;Ottenbach;1;2;CVP;PDC;PPD;CVP;1199;1469;-270;3.5642092747;4.1343014747;-0.5700922;0;7
2019;11;Ottenbach;1;3;SP;PS;PS;SP;4592;6612;-2020;13.650416171;18.608578183;-4.958162012;0;3
2019;11;Ottenbach;1;4;SVP;UDC;UDC;SVP;10869;12397;-1528;32.309750297;34.889676911;-2.579926614;1;1
2019;11;Ottenbach;1;7;EVP;PEV;PEV;EVP;1328;746;582;3.9476813317;2.0995159293;1.8481654024;0;6
2019;11;Ottenbach;1;9;PdA/Sol.;PST/Sol.;PdL/Sol.;PdA/Sol.;79;59;20;0.2348394768;0.1660475065;0.0687919703;0;12
2019;11;Ottenbach;1;12;FGA;AVF;AVF;FGA;59;;59;0.1753864447;;0.1753864447;0;13
2019;11;Ottenbach;1;13;GPS;PES;PES;GPS;3602;1711;1891;10.707491082;4.8153776877;5.8921133943;0;5
2019;11;Ottenbach;1;14;SD;DS;DS;SD;110;7;103;0.3269916766;0.0197005516;0.307291125;0;11
2019;11;Ottenbach;1;16;EDU;UDF;UDF;EDU;499;759;-260;1.483353151;2.136102668;-0.652749517;0;9
2019;11;Ottenbach;1;31;GLP;PVL;PVL;GLP;5665;2920;2745;16.840071344;8.2179443882;8.6221269555;0;2
2019;11;Ottenbach;1;32;BDP;PBD;PBD;BDP;989;1744;-755;2.9399524376;4.9082517168;-1.968299279;0;8
2019;11;Ottenbach;1;35;Übrige;Autres;Rimanenti;Others;227;1125;-898;0.6747919144;3.1661600811;-2.491368167;0;10
2019;12;Rifferswil;1;1;FDP;PLR;PLR;FDP;1061;1424;-363;6.8597659533;9.3218119927;-2.462046039;0;6
2019;12;Rifferswil;1;2;CVP;PDC;PPD;CVP;559;263;296;3.6141462468;1.7216548835;1.8924913634;0;7
2019;12;Rifferswil;1;3;SP;PS;PS;SP;2288;3228;-940;14.792784638;21.131186174;-6.338401536;0;3
2019;12;Rifferswil;1;4;SVP;UDC;UDC;SVP;4148;4662;-514;26.818387535;30.51846033;-3.700072795;1;1
2019;12;Rifferswil;1;7;EVP;PEV;PEV;EVP;1094;1130;-36;7.0731234241;7.3972244043;-0.32410098;0;5
2019;12;Rifferswil;1;9;PdA/Sol.;PST/Sol.;PdL/Sol.;PdA/Sol.;40;38;2;0.2586151161;0.2487562189;0.0098588971;0;12
2019;12;Rifferswil;1;12;FGA;AVF;AVF;FGA;137;;137;0.8857567725;;0.8857567725;0;11
2019;12;Rifferswil;1;13;GPS;PES;PES;GPS;3340;1645;1695;21.59436219;10.768525792;10.825836398;0;2
2019;12;Rifferswil;1;14;SD;DS;DS;SD;1;31;-30;0.0064653779;0.2029327049;-0.196467327;0;13
2019;12;Rifferswil;1;16;EDU;UDF;UDF;EDU;504;444;60;3.2585504623;2.9065200314;0.3520304309;0;8
2019;12;Rifferswil;1;31;GLP;PVL;PVL;GLP;1964;1378;586;12.698002198;9.0206860435;3.6773161548;0;4
2019;12;Rifferswil;1;32;BDP;PBD;PBD;BDP;192;545;-353;1.2413525571;3.5676878764;-2.326335319;0;9
2019;12;Rifferswil;1;35;Übrige;Autres;Rimanenti;Others;139;488;-349;0.8986875283;3.194553548;-2.29586602;0;10
2019;13;Stallikon;1;1;FDP;PLR;PLR;FDP;5728;7500;-1772;14.674386432;18.813495547;-4.139109115;0;3
2019;13;Stallikon;1;2;CVP;PDC;PPD;CVP;1788;1380;408;4.5806220218;3.4616831807;1.1189388411;0;6
2019;13;Stallikon;1;3;SP;PS;PS;SP;5582;7024;-1442;14.300353538;17.619465697;-3.319112159;0;4
2019;13;Stallikon;1;4;SVP;UDC;UDC;SVP;13903;16130;-2227;35.61766665;40.461557757;-4.843891108;1;1
2019;13;Stallikon;1;7;EVP;PEV;PEV;EVP;686;671;15;1.7574422299;1.683180735;0.0742614949;0;7
2019;13;Stallikon;1;9;PdA/Sol.;PST/Sol.;PdL/Sol.;PdA/Sol.;39;94;-55;0.0999128964;0.2357958109;-0.135882914;0;12
2019;13;Stallikon;1;12;FGA;AVF;AVF;FGA;164;;164;0.4201465389;;0.4201465389;0;10
2019;13;Stallikon;1;13;GPS;PES;PES;GPS;4150;1592;2558;10.63175693;3.9934779882;6.6382789416;0;5
2019;13;Stallikon;1;14;SD;DS;DS;SD;10;14;-4;0.0256186914;0.035118525;-0.009499834;0;13
2019;13;Stallikon;1;16;EDU;UDF;UDF;EDU;74;206;-132;0.1895783163;0.516744011;-0.327165695;0;11
2019;13;Stallikon;1;31;GLP;PVL;PVL;GLP;6131;2646;3485;15.706819696;6.6374012291;9.0694184665;0;2
2019;13;Stallikon;1;32;BDP;PBD;PBD;BDP;383;1621;-1238;0.9811958805;4.0662235043;-3.085027624;0;9
2019;13;Stallikon;1;35;Übrige;Autres;Rimanenti;Others;396;987;-591;1.0145001793;2.475856014;-1.461355835;0;8
2019;14;Wettswil am Albis;1;1;FDP;PLR;PLR;FDP;13722;15829;-2107;22.1065859;24.847733266;-2.741147366;0;2
2019;14;Wettswil am Albis;1;2;CVP;PDC;PPD;CVP;2896;2869;27;4.6655496842;4.5036418435;0.1619078407;0;6
2019;14;Wettswil am Albis;1;3;SP;PS;PS;SP;7629;9165;-1536;12.290565795;14.386851689;-2.096285895;0;4
2019;14;Wettswil am Albis;1;4;SVP;UDC;UDC;SVP;17616;20442;-2826;28.379945869;32.089036795;-3.709090926;1;1
2019;14;Wettswil am Albis;1;7;EVP;PEV;PEV;EVP;1247;1425;-178;2.0089573399;2.2369082004;-0.227950861;0;7
2019;14;Wettswil am Albis;1;9;PdA/Sol.;PST/Sol.;PdL/Sol.;PdA/Sol.;61;47;14;0.0982729733;0.0737787266;0.0244942467;0;13
2019;14;Wettswil am Albis;1;12;FGA;AVF;AVF;FGA;137;;137;0.2207114319;;0.2207114319;0;11
2019;14;Wettswil am Albis;1;13;GPS;PES;PES;GPS;5755;2935;2820;9.2714911715;4.6072460128;4.6642451587;0;5
2019;14;Wettswil am Albis;1;14;SD;DS;DS;SD;134;51;83;0.2158783348;0.0800577672;0.1358205677;0;12
2019;14;Wettswil am Albis;1;16;EDU;UDF;UDF;EDU;622;796;-174;1.0020621214;1.249529072;-0.247466951;0;9
2019;14;Wettswil am Albis;1;31;GLP;PVL;PVL;GLP;10619;5882;4737;17.10755252;9.2333291473;7.8742233723;0;3
2019;14;Wettswil am Albis;1;32;BDP;PBD;PBD;BDP;1040;2600;-1560;1.6754736435;4.0813763657;-2.405902722;0;8
2019;14;Wettswil am Albis;1;35;Übrige;Autres;Rimanenti;Others;594;1663;-1069;0.9569532156;2.6105111139;-1.653557898;0;10
2019;21;Adlikon;1;1;FDP;PLR;PLR;FDP;869;704;165;9.3611978886;7.3926283734;1.9685695152;0;2
2019;21;Adlikon;1;2;CVP;PDC;PPD;CVP;123;82;41;1.3250026931;0.8610731912;0.4639295019;0;9
2019;21;Adlikon;1;3;SP;PS;PS;SP;566;792;-226;6.0971668642;8.3167069201;-2.219540056;0;6
2019;21;Adlikon;1;4;SVP;UDC;UDC;SVP;5241;5411;-170;56.458041581;56.820329728;-0.362288147;1;1
2019;21;Adlikon;1;7;EVP;PEV;PEV;EVP;623;450;173;6.7111925024;4.7254016591;1.9857908433;0;4
2019;21;Adlikon;1;9;PdA/Sol.;PST/Sol.;PdL/Sol.;PdA/Sol.;0;3;-3;0;0.0315026777;-0.031502678;0;12
2019;21;Adlikon;1;12;FGA;AVF;AVF;FGA;0;;0;0;;0;0;13
2019;21;Adlikon;1;13;GPS;PES;PES;GPS;628;365;263;6.7650544005;3.8328257902;2.9322286103;0;3
2019;21;Adlikon;1;14;SD;DS;DS;SD;35;37;-2;0.3770332867;0.3885330253;-0.011499739;0;10
2019;21;Adlikon;1;16;EDU;UDF;UDF;EDU;234;532;-298;2.5207368308;5.5864748504;-3.06573802;0;8
2019;21;Adlikon;1;31;GLP;PVL;PVL;GLP;595;373;222;6.4095658731;3.9168329308;2.4927329423;0;5
2019;21;Adlikon;1;32;BDP;PBD;PBD;BDP;363;631;-268;3.9103738016;6.6260632154;-2.715689414;0;7
2019;21;Adlikon;1;35;Übrige;Autres;Rimanenti;Others;6;143;-137;0.0646342777;1.5016276383;-1.436993361;0;11
2019;22;Benken (ZH);1;1;FDP;PLR;PLR;FDP;986;1043;-57;9.8324690866;10.85779721;-1.025328124;0;4
2019;22;Benken (ZH);1;2;CVP;PDC;PPD;CVP;281;153;128;2.8021539689;1.5927545284;1.2093994405;0;7
2019;22;Benken (ZH);1;3;SP;PS;PS;SP;1052;1147;-95;10.490626247;11.940453883;-1.449827636;0;3
2019;22;Benken (ZH);1;4;SVP;UDC;UDC;SVP;4678;4208;470;46.649381731;43.805954612;2.8434271195;1;1
2019;22;Benken (ZH);1;7;EVP;PEV;PEV;EVP;121;135;-14;1.2066214599;1.4053716427;-0.198750183;0;9
2019;22;Benken (ZH);1;9;PdA/Sol.;PST/Sol.;PdL/Sol.;PdA/Sol.;7;5;2;0.0698045473;0.0520508016;0.0177537457;0;12
2019;22;Benken (ZH);1;12;FGA;AVF;AVF;FGA;20;;20;0.1994415636;;0.1994415636;0;11
2019;22;Benken (ZH);1;13;GPS;PES;PES;GPS;1218;907;311;12.145991225;9.442015407;2.7039758175;0;2
2019;22;Benken (ZH);1;14;SD;DS;DS;SD;1;35;-34;0.0099720782;0.3643556111;-0.354383533;0;13
2019;22;Benken (ZH);1;16;EDU;UDF;UDF;EDU;257;544;-287;2.5628240925;5.6631272122;-3.10030312;0;8
2019;22;Benken (ZH);1;31;GLP;PVL;PVL;GLP;936;369;567;9.3338651775;3.8413491568;5.4925160207;0;5
2019;22;Benken (ZH);1;32;BDP;PBD;PBD;BDP;420;925;-505;4.1882728361;9.6293982927;-5.441125457;0;6
2019;22;Benken (ZH);1;35;Übrige;Autres;Rimanenti;Others;51;135;-84;0.5085759872;1.4053716427;-0.896795655;0;10
2019;23;Berg am Irchel;1;1;FDP;PLR;PLR;FDP;655;1067;-412;7.3331840573;10.58531746;-3.252133403;0;4
2019;23;Berg am Irchel;1;2;CVP;PDC;PPD;CVP;96;290;-194;1.0747872817;2.876984127;-1.802196845;0;9
2019;23;Berg am Irchel;1;3;SP;PS;PS;SP;551;773;-222;6.1688311688;7.6686507937;-1.499819625;0;5
2019;23;Berg am Irchel;1;4;SVP;UDC;UDC;SVP;4708;5055;-347;52.709359606;50.148809524;2.5605500821;1;1
